Species;Family;Clade;type_of_care;number_of_parents;care_duration;care_duration_in_males;care_in_males_binary;care_duration_in_females;care_in_females_binary;protection;protection_in_males;protection_in_females;nourishment_by_females;nourishment_by_females_binary;terrestrial_reproduction;direct_development;female_SVL ;male_SVL;average_male_female_SVL;SSD;Egg_diameter;Log_egg_diameter;Clutch_size;Log_Clutch_size;Clutch_volume;Log_Clutch_volume;Parental care references;Terrestrial / aquatic reproduction references;Direct development references;Female size references;Male size references;Egg size references;Clutch size references
Glandirana_rugosa;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;48,6;42,8;45,7;-0,06;1,675;0,22;986,5;2,99;2172,68;3,34;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2137;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Glandirana_tientaiensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;31,3;30,7;31;-0,01;1,5;0,18;1350;3,13;2384,44;3,38;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Glyphoglossus_guttulatus;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2330;Gomez-Mestre et al. 2012;;;;
Gracixalus_gracilipes;Rhacophoridae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;29,5;22;25,75;-0,13;2,7;0,43;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Guibemantis_bicalcaratus;Mantellidae;Natatanura;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;1,9;0,28;NA;NA;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;;;Summers et al. 2006;
Guibemantis_depressiceps;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;35;NA;NA;NA;2,825;0,45;70;1,85;438,54;2,64;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Guibemantis_liber;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;27,5;NA;NA;NA;1,4;0,15;60;1,78;92,32;1,97;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Guibemantis_tornieri;Mantellidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;48,5;NA;NA;NA;2,3;0,36;70;1,85;290,69;2,46;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Haddadus_binotatus;Craugastoridae;Terrarana;no care;0;0;0;0;0;0;0;0;0;2;1;1;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;;;
Hamptophryne_boliviana;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,5;NA;NA;NA;1,125;0,05;231;2,36;229,5;2,36;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2092;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Heleioporus_australiacus;Limnodynastidae;Australobatrachia;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;77;80;78,5;0,02;2,5;0,4;400;2,6;1962,5;3,29;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Heleophryne_purcelli;Heleophrynidae;Heleophrynidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;51,5;NA;NA;NA;3,55;0,55;129;2,11;1276,19;3,11;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2151;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Heleophryne_regis;Heleophrynidae;Heleophrynidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;46,5;NA;NA;NA;3,6;0,56;155,5;2,19;1581,99;3,2;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2127;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Hemiphractus_fasciatus;Hemiphractidae;Hemiphractidae;female-only care ;1;3;0;0;3;1;3;0;3;2;1;NA;present;NA;NA;NA;NA;6,5;0,81;NA;NA;NA;NA;IUCN;;Amphibiaweb;;;Summers et al. 2006;
Hemiphractus_helioi;Hemiphractidae;Hemiphractidae;female-only care ;1;3;0;0;3;1;3;0;3;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;IUCN;;Amphibiaweb;;;;
Hemiphractus_proboscideus;Hemiphractidae;Hemiphractidae;female-only care ;1;3;0;0;3;1;3;0;3;2;1;1;present;59,5;NA;NA;NA;2,5;0,4;26;1,41;127,56;2,11;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Hemiphractus_scutatus;Hemiphractidae;Hemiphractidae;female-only care ;1;3;0;0;3;1;3;0;3;2;1;1;present;74,5;NA;NA;NA;10;1;13,5;1,13;1059,75;3,03;IUCN;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Hemisus_guineensis;Hemisotidae;Afrobatrachia;female-only care ;1;2;0;0;2;1;3;0;3;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Hemisus_guttatus;Hemisotidae;Afrobatrachia;female-only care ;1;2;0;0;2;1;3;0;3;0;0;NA;absent;NA;NA;NA;NA;2,5;0,4;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;Summers et al. 2006;
Hemisus_marmoratus;Hemisotidae;Afrobatrachia;female-only care ;1;2;0;0;2;1;3;0;3;0;0;1;absent;37,4;27,9;32,65;-0,13;2,865;0,46;182,5;2,26;1175,93;3,07;Amphibiaweb, Wells 2007;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Heterixalus_alboguttatus;Hyperoliidae;Afrobatrachia;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;31,5;NA;NA;NA;1,5;0,18;500;2,7;883,13;2,95;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Heterixalus_betsileo;Hyperoliidae;Afrobatrachia;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;24;NA;NA;NA;1,6;0,2;132;2,12;265,27;2,42;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2015;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Heterixalus_luteostriatus;Hyperoliidae;Afrobatrachia;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;;;
Hildebrandtia_ornata;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;67,3;NA;NA;NA;2,35;0,37;1336;3,13;5791,78;3,76;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2208;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Hoplobatrachus_occipitalis;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;132,5;NA;NA;NA;4,475;0,65;2110,5;3,32;33177,3;4,52;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2286;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012
Hoplobatrachus_rugulosus;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;71,7;82,4;77,05;0,06;1,8;0,26;2000;3,3;5086,8;3,71;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Hoplobatrachus_tigerinus;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;137,5;NA;NA;NA;2,3;0,36;2400;3,38;9966,36;4;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2289;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Hoplophryne_rogersi;Microhylidae;Microhylidae;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;29,5;NA;NA;NA;3;0,48;6;0,78;42,39;1,63;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Hoplophryne_uluguruensis;Microhylidae;Microhylidae;female-only care ;1;1;0;0;1;1;2;0;2;0;0;1;absent;21;25;23;0,08;2,75;0,44;28;1,45;166,22;2,22;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Huia_cavitympanum;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2331;Gomez-Mestre et al. 2012;;;;
Hyalinobatrachium_aureoguttatum;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Delia et al. 2017;Amphibiaweb;Amphibiaweb;;;;
Hyalinobatrachium_bergeri;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Wells 2007;;Amphibiaweb;;;;
Hyalinobatrachium_chirripoi;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;29;25,5;27,25;-0,06;NA;NA;70;1,85;NA;NA;Han & Fu 2013;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Hyalinobatrachium_colymbiphyllum;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;26,65;25;25,83;-0,03;1,625;0,21;50;1,7;103,64;2,02;Amphibiaweb;Gomez-Mestre et al. 2028;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyalinobatrachium_fleischmanni;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;27,5;22,4;24,95;-0,09;2;0,3;28,25;1,45;88,71;1,95;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyalinobatrachium_mondolfii;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Delia et al. 2017;Amphibiaweb;Amphibiaweb;;;;
Hyalinobatrachium_orientale;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Delia et al. 2017;Amphibiaweb;Amphibiaweb;;;;
Hyalinobatrachium_pallidum;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Delia et al. 2017;Amphibiaweb;Amphibiaweb;;;;
Hyalinobatrachium_pellucidum;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Delia et al. 2017;Amphibiaweb;Amphibiaweb;;;;
Hyalinobatrachium_talamancae;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;25;23,5;24,25;-0,03;2;0,3;27,75;1,44;87,14;1,94;Amphibiaweb;Gomez-Mestre et al. 2020;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyalinobatrachium_valerioi;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;24,28;21,8;23,04;-0,05;2,05;0,31;33,75;1,53;111,34;2,05;Amphibiaweb;Gomez-Mestre et al. 2018;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyalinobatrachium_vireovittatum;Centrolenidae;Diphyabatracea;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;24,5;22,75;23,63;-0,03;NA;NA;NA;NA;NA;NA;Amphibiaweb;Amphibiaweb;Amphibiaweb;Amphibiaweb;Amphibiaweb;;
Hydrophylax_malabaricus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2332;Gomez-Mestre et al. 2012;;;;
Hyla_andersonii;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,25;35,5;38,38;-0,07;1,3;0,11;700;2,85;928,66;2,97;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2090;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_arborea;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;36,5;24,8;30,65;-0,17;1,35;0,13;1191;3,08;1703,92;3,23;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2072;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_arenicolor;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;47,2;35,3;41,25;-0,13;2,0925;0,32;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2130;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Hyla_avivoca;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,25;33,5;37,38;-0,09;1,185;0,07;621;2,79;684,54;2,84;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2089;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_chinensis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;37,1;30,6;33,85;-0,08;1,275;0,11;233,25;2,37;297,65;2,47;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2075;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_chrysoscelis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;44;39,5;41,75;-0,05;1,175;0,07;1750;3,24;1896,63;3,28;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2108;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_cinerea;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;52,95;53,1;53,03;0;1,2;0,08;1543,5;3,19;1744,77;3,24;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2160;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_euphorbiacea;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;36,4;34,7;35,55;-0,02;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Hyla_eximia;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;28,5;27,8;28,15;-0,01;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Hyla_femoralis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;33;30,5;31,75;-0,03;0,95;-0,02;1400;3,15;991,85;3;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2060;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012
Hyla_gratiosa;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;59,75;58,5;59,13;-0,01;1,675;0,22;2750;3,44;6056,64;3,78;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2179;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012
Hyla_japonica;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;30,75;32,7;31,73;0,03;1,625;0,21;920;2,96;1907,06;3,28;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2050;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_meridionalis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;43;NA;NA;NA;1,525;0,18;900;2,95;1643,05;3,22;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2101;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012
Hyla_savignyi;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,3;0,11;600;2,78;795,99;2,9;Han & Fu 2013;;Amphibiaweb;;;Han & Fu 2013;Han & Fu 2013
Hyla_squirella;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;31,75;29,5;30,63;-0,03;0,9;-0,05;975,5;2,99;620,27;2,79;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2056;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_versicolor;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;46,25;41,5;43,88;-0,05;1,275;0,11;1800;3,26;2297,01;3,36;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2126;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyla_wrightorum;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;36;34;35;-0,02;1,2;0,08;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Hylarana_albolabris;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2333;Gomez-Mestre et al. 2012;;;;
Hylarana_chalconota;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2334;Gomez-Mestre et al. 2012;;;;
Hylarana_erythraea;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;65,7;39,7;52,7;-0,22;2;0,3;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2201;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Hylarana_latouchii;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;51;37,5;44,25;-0,13;1,4675;0,17;1154;3,06;1950,89;3,29;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2145;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hylarana_signata;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;56,2;39,4;47,8;-0,15;1,7;0,23;NA;NA;NA;NA;Han & Fu 2013;Amphibiaweb;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Hylarana_taipehensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;39;29;34;-0,13;1,2;0,08;189;2,28;213,65;2,33;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Hylodes_dactylocinus;Hylodidae;Crown_Hyloidea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2312;Gomez-Mestre et al. 2012;;;;
Hylophorbus_rufescens;Microhylidae;Microhylidae;male-only care ;1;1;1;1;0;0;2;2;0;2;1;1;present;40,5;30;35,25;-0,13;5,7;0,76;13;1,11;331,56;2,52;Amphibiaweb, Wells 2007, Günther 2006;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Hyloscirtus_palmeri;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;43;40,5;41,75;-0,03;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Hyloscirtus_phyllognathus;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;36,9;33;34,95;-0,05;3,09;0,49;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;
Hyloscirtus_simmonsi;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;44,3;36,6;40,45;-0,08;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Hyloxalus_anthracinus;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008;;Stuart et al. 2008;;;;
Hyloxalus_awa;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;22,5;19,3;20,9;-0,07;NA;NA;12,5;1,1;NA;NA;Amphibiaweb, Wells 2007;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Hyloxalus_azureiventris;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;14;1,15;NA;NA;Amphibiaweb;;Amphibiaweb;;;;Amphibiaweb
Hyloxalus_delatorreae;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Gomez-Mestre et al. 2012;;;;
Hyloxalus_elachyhistus;Dendrobatidae;Agastorophrynia;biparental care;2;2;2;1;2;1;3;3;3;0;0;NA;absent;21,2;18,3;19,75;-0,06;NA;NA;19;1,28;NA;NA;Amphibiaweb;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
